customer_id,customer_type,village,distance_km,first_order_date
C2158,Retail farmer,Dakor,12,2026-02-16
C2159,Retail farmer,Balasinor,28,2026-02-17
C2160,Retail farmer,Thasra,9,2026-02-17
C2161,Wholesale / dealer,Thasra,9,2026-02-18
C2162,Retail farmer,Nadiad,38,2026-02-18
C2163,Retail farmer,Kathlal,35,2026-02-19
C2164,Wholesale / dealer,Sevalia,18,2026-02-19
C2165,Retail farmer,Jesapura,1,2026-02-19
C2166,Retail farmer,Nadiad,38,2026-02-21
C2167,Retail farmer,Nadiad,38,2026-02-21
C2168,Retail farmer,Anand,42,2026-02-22
C2169,Home gardener,Thasra,9,2026-02-23
C2170,Retail farmer,Thasra,9,2026-02-25
C2171,Retail farmer,Mithapura,1,2026-02-25
C2172,Retail farmer,Sevalia,18,2026-02-26
C2173,Home gardener,Anand,42,2026-02-27
C2174,Wholesale / dealer,Anand,42,2026-02-27
C2175,Retail farmer,Sevalia,18,2026-03-01
C2176,Retail farmer,Thasra,9,2026-03-02
C2177,Wholesale / dealer,Balasinor,28,2026-03-03
C2178,Wholesale / dealer,Dakor,12,2026-03-05
C2179,Home gardener,Umreth,22,2026-03-05
C2180,Retail farmer,Mithapura,1,2026-03-06
C2181,Home gardener,Nadiad,38,2026-03-06
C2182,Retail farmer,Jesapura,1,2026-03-06
C2183,Retail farmer,Balasinor,28,2026-03-07
C2184,Home gardener,Kathlal,35,2026-03-07
C2185,Home gardener,Anand,42,2026-03-07
C2186,Retail farmer,Umreth,22,2026-03-08
C2187,Home gardener,Dakor,12,2026-03-08
C2188,Wholesale / dealer,Balasinor,28,2026-03-08
C2189,Home gardener,Thasra,9,2026-03-09
C2190,Retail farmer,Mithapura,1,2026-03-10
C2191,Retail farmer,Dakor,12,2026-03-11
C2192,Retail farmer,Thasra,9,2026-03-11
C2193,Retail farmer,Kathlal,35,2026-03-12
C2194,Retail farmer,Umreth,22,2026-03-13
C2195,Retail farmer,Anand,42,2026-03-13
C2196,Retail farmer,Mithapura,1,2026-03-13
C2197,Retail farmer,Umreth,22,2026-03-13
C2198,Wholesale / dealer,Nadiad,38,2026-03-14
C2199,Retail farmer,Sevalia,18,2026-03-14
C2200,Retail farmer,Mithapura,1,2026-03-15
C2201,Wholesale / dealer,Jesapura,1,2026-03-16
C2202,Retail farmer,Dakor,12,2026-03-17
C2203,Retail farmer,Dakor,12,2026-03-17
C2204,Retail farmer,Jesapura,1,2026-03-17
C2205,Home gardener,Dakor,12,2026-03-18
C2206,Retail farmer,Balasinor,28,2026-03-18
C2207,Retail farmer,Kathlal,35,2026-03-18
C2208,Retail farmer,Umreth,22,2026-03-18
C2209,Retail farmer,Nadiad,38,2026-03-21
C2210,Retail farmer,Jesapura,1,2026-03-21
C2211,Home gardener,Dakor,12,2026-03-22
C2212,Retail farmer,Anand,42,2026-03-22
C2213,Retail farmer,Dakor,12,2026-03-23
C2214,Retail farmer,Anand,42,2026-03-23
C2215,Retail farmer,Thasra,9,2026-03-24
C2216,Wholesale / dealer,Balasinor,28,2026-03-24
C2217,Retail farmer,Sevalia,18,2026-03-24
C2218,Retail farmer,Jesapura,1,2026-03-26
C2219,Retail farmer,Kathlal,35,2026-03-27
C2220,Retail farmer,Nadiad,38,2026-03-27
C2221,Retail farmer,Thasra,9,2026-03-28
C2222,Home gardener,Dakor,12,2026-03-28
C2223,Retail farmer,Dakor,12,2026-03-28
C2224,Retail farmer,Mahudha,30,2026-03-29
C2225,Retail farmer,Jesapura,1,2026-03-30
C2226,Retail farmer,Thasra,9,2026-04-01
C2227,Retail farmer,Mahudha,30,2026-04-01
C2228,Retail farmer,Kathlal,35,2026-04-02
C2229,Retail farmer,Nadiad,38,2026-04-03
C2230,Retail farmer,Mithapura,1,2026-04-03
C2231,Wholesale / dealer,Jesapura,1,2026-04-04
C2232,Retail farmer,Kathlal,35,2026-04-04
C2233,Retail farmer,Dakor,12,2026-04-04
C2234,Retail farmer,Dakor,12,2026-04-05
C2235,Retail farmer,Nadiad,38,2026-04-05
C2236,Retail farmer,Mithapura,1,2026-04-05
C2237,Retail farmer,Umreth,22,2026-04-09
C2238,Home gardener,Anand,42,2026-04-09
C2239,Wholesale / dealer,Thasra,9,2026-04-10
C2240,Retail farmer,Dakor,12,2026-04-10
C2241,Retail farmer,Balasinor,28,2026-04-10
C2242,Home gardener,Anand,42,2026-04-11
C2243,Retail farmer,Kapadvanj,40,2026-04-11
C2244,Retail farmer,Mahudha,30,2026-04-12
C2245,Retail farmer,Sevalia,18,2026-04-12
C2246,Retail farmer,Thasra,9,2026-04-13
C2247,Wholesale / dealer,Dakor,12,2026-04-13
C2248,Retail farmer,Sevalia,18,2026-04-13
C2249,Retail farmer,Jesapura,1,2026-04-14
C2250,Wholesale / dealer,Kapadvanj,40,2026-04-14
C2251,Retail farmer,Anand,42,2026-04-14
C2252,Retail farmer,Mithapura,1,2026-04-15
C2253,Retail farmer,Anand,42,2026-04-15
C2254,Retail farmer,Kathlal,35,2026-04-16
C2255,Home gardener,Kapadvanj,40,2026-04-19
C2256,Retail farmer,Kapadvanj,40,2026-04-19
C2257,Retail farmer,Dakor,12,2026-04-19
C2258,Retail farmer,Mahudha,30,2026-04-20
C2259,Retail farmer,Dakor,12,2026-04-20
C2260,Retail farmer,Anand,42,2026-04-24
C2261,Retail farmer,Kathlal,35,2026-04-25
C2262,Retail farmer,Nadiad,38,2026-04-25
C2263,Retail farmer,Thasra,9,2026-04-28
C2264,Retail farmer,Dakor,12,2026-04-29
C2265,Retail farmer,Mahudha,30,2026-04-30
C2266,Retail farmer,Mithapura,1,2026-04-30
C2267,Retail farmer,Kathlal,35,2026-05-01
C2268,Retail farmer,Kapadvanj,40,2026-05-02
C2269,Retail farmer,Thasra,9,2026-05-03
C2270,Retail farmer,Nadiad,38,2026-05-03
C2271,Retail farmer,Dakor,12,2026-05-03
C2272,Retail farmer,Kathlal,35,2026-05-04
C2273,Retail farmer,Umreth,22,2026-05-04
C2274,Retail farmer,Sevalia,18,2026-05-05
C2275,Retail farmer,Anand,42,2026-05-05
C2276,Retail farmer,Dakor,12,2026-05-07
C2277,Retail farmer,Mithapura,1,2026-05-07
C2278,Retail farmer,Anand,42,2026-05-08
C2279,Retail farmer,Anand,42,2026-05-09
C2280,Retail farmer,Kathlal,35,2026-05-09
C2281,Retail farmer,Kathlal,35,2026-05-10
C2282,Retail farmer,Umreth,22,2026-05-10
C2283,Home gardener,Umreth,22,2026-05-11
C2284,Home gardener,Nadiad,38,2026-05-12
C2285,Retail farmer,Kathlal,35,2026-05-12
C2286,Retail farmer,Sevalia,18,2026-05-12
C2287,Retail farmer,Kapadvanj,40,2026-05-13
C2288,Retail farmer,Kapadvanj,40,2026-05-14
C2289,Home gardener,Anand,42,2026-05-14
C2290,Retail farmer,Nadiad,38,2026-05-15
C2291,Retail farmer,Nadiad,38,2026-05-15
C2292,Home gardener,Anand,42,2026-05-15
C2293,Retail farmer,Nadiad,38,2026-05-16
C2294,Wholesale / dealer,Umreth,22,2026-05-16
C2295,Retail farmer,Sevalia,18,2026-05-16
C2296,Wholesale / dealer,Anand,42,2026-05-18
C2297,Retail farmer,Balasinor,28,2026-05-18
C2298,Retail farmer,Dakor,12,2026-05-19
C2299,Wholesale / dealer,Sevalia,18,2026-05-19
C2300,Retail farmer,Balasinor,28,2026-05-20
C2301,Retail farmer,Dakor,12,2026-05-20
C2302,Retail farmer,Thasra,9,2026-05-21
C2303,Retail farmer,Thasra,9,2026-05-22
C2304,Retail farmer,Jesapura,1,2026-05-23
C2305,Retail farmer,Kapadvanj,40,2026-05-23
C2306,Retail farmer,Balasinor,28,2026-05-23
C2307,Retail farmer,Mithapura,1,2026-05-23
C2308,Retail farmer,Jesapura,1,2026-05-23
C2309,Retail farmer,Anand,42,2026-05-24
C2310,Retail farmer,Kathlal,35,2026-05-24
C2311,Retail farmer,Jesapura,1,2026-05-24
C2312,Retail farmer,Sevalia,18,2026-05-24
C2313,Retail farmer,Balasinor,28,2026-05-25
C2314,Retail farmer,Dakor,12,2026-05-25
C2315,Retail farmer,Mithapura,1,2026-05-26
C2316,Retail farmer,Umreth,22,2026-05-27
C2317,Retail farmer,Thasra,9,2026-05-28
C2318,Retail farmer,Kathlal,35,2026-05-28
C2319,Retail farmer,Jesapura,1,2026-05-29
C2320,Retail farmer,Kapadvanj,40,2026-05-29
C2321,Retail farmer,Nadiad,38,2026-05-29
C2322,Home gardener,Balasinor,28,2026-05-30
C2323,Retail farmer,Mithapura,1,2026-05-31
C2324,Retail farmer,Jesapura,1,2026-06-01
C2325,Retail farmer,Mithapura,1,2026-06-02
C2326,Retail farmer,Anand,42,2026-06-02
C2327,Retail farmer,Dakor,12,2026-06-02
C2328,Retail farmer,Kathlal,35,2026-06-02
C2329,Retail farmer,Kapadvanj,40,2026-06-03
C2330,Retail farmer,Kapadvanj,40,2026-06-03
C2331,Retail farmer,Kapadvanj,40,2026-06-03
C2332,Retail farmer,Dakor,12,2026-06-03
C2333,Retail farmer,Kapadvanj,40,2026-06-03
C2334,Retail farmer,Kapadvanj,40,2026-06-04
C2335,Retail farmer,Balasinor,28,2026-06-04
C2336,Retail farmer,Mahudha,30,2026-06-04
C2337,Retail farmer,Dakor,12,2026-06-04
C2338,Retail farmer,Jesapura,1,2026-06-04
C2339,Retail farmer,Thasra,9,2026-06-04
C2340,Wholesale / dealer,Kapadvanj,40,2026-06-05
C2341,Retail farmer,Jesapura,1,2026-06-05
C2342,Retail farmer,Mithapura,1,2026-06-05
C2343,Retail farmer,Mithapura,1,2026-06-05
C2344,Retail farmer,Thasra,9,2026-06-05
C2345,Retail farmer,Mithapura,1,2026-06-06
C2346,Retail farmer,Dakor,12,2026-06-07
C2347,Home gardener,Umreth,22,2026-06-07
C2348,Retail farmer,Nadiad,38,2026-06-07
C2349,Retail farmer,Nadiad,38,2026-06-07
C2350,Retail farmer,Thasra,9,2026-06-07
C2351,Home gardener,Kathlal,35,2026-06-07
C2352,Retail farmer,Thasra,9,2026-06-08
C2353,Retail farmer,Kapadvanj,40,2026-06-08
C2354,Wholesale / dealer,Balasinor,28,2026-06-08
C2355,Retail farmer,Nadiad,38,2026-06-08
C2356,Home gardener,Thasra,9,2026-06-08
C2357,Retail farmer,Mithapura,1,2026-06-08
C2358,Wholesale / dealer,Mahudha,30,2026-06-08
C2359,Retail farmer,Thasra,9,2026-06-09
C2360,Retail farmer,Mahudha,30,2026-06-09
C2361,Retail farmer,Sevalia,18,2026-06-09
C2362,Retail farmer,Umreth,22,2026-06-09
C2363,Wholesale / dealer,Kathlal,35,2026-06-10
C2364,Retail farmer,Mithapura,1,2026-06-10
C2365,Home gardener,Dakor,12,2026-06-10
C2366,Retail farmer,Balasinor,28,2026-06-10
C2367,Retail farmer,Kathlal,35,2026-06-10
C2368,Home gardener,Kathlal,35,2026-06-10
C2369,Retail farmer,Balasinor,28,2026-06-10
C2370,Home gardener,Kathlal,35,2026-06-10
C2371,Home gardener,Umreth,22,2026-06-11
C2372,Retail farmer,Dakor,12,2026-06-11
C2373,Retail farmer,Anand,42,2026-06-11
C2374,Retail farmer,Mithapura,1,2026-06-12
C2375,Retail farmer,Mahudha,30,2026-06-12
C2376,Wholesale / dealer,Balasinor,28,2026-06-12
C2377,Retail farmer,Balasinor,28,2026-06-12
C2378,Retail farmer,Kapadvanj,40,2026-06-12
C2379,Retail farmer,Sevalia,18,2026-06-12
C2380,Retail farmer,Sevalia,18,2026-06-12
C2381,Retail farmer,Sevalia,18,2026-06-12
C2382,Retail farmer,Dakor,12,2026-06-13
C2383,Retail farmer,Sevalia,18,2026-06-13
C2384,Retail farmer,Anand,42,2026-06-13
C2385,Retail farmer,Kapadvanj,40,2026-06-13
C2386,Retail farmer,Umreth,22,2026-06-13
C2387,Retail farmer,Nadiad,38,2026-06-13
C2388,Retail farmer,Kapadvanj,40,2026-06-14
C2389,Retail farmer,Mahudha,30,2026-06-14
C2390,Wholesale / dealer,Thasra,9,2026-06-14
C2391,Retail farmer,Jesapura,1,2026-06-14
C2392,Retail farmer,Nadiad,38,2026-06-14
C2393,Retail farmer,Dakor,12,2026-06-14
C2394,Retail farmer,Mahudha,30,2026-06-14
C2395,Retail farmer,Sevalia,18,2026-06-14
C2396,Home gardener,Nadiad,38,2026-06-14
C2397,Retail farmer,Nadiad,38,2026-06-15
C2398,Retail farmer,Dakor,12,2026-06-15
C2399,Retail farmer,Jesapura,1,2026-06-15
C2400,Retail farmer,Dakor,12,2026-06-15
C2401,Retail farmer,Thasra,9,2026-06-15
C2402,Retail farmer,Mahudha,30,2026-06-15
C2403,Retail farmer,Nadiad,38,2026-06-15
C2404,Retail farmer,Jesapura,1,2026-06-15
C2405,Retail farmer,Nadiad,38,2026-06-15
C2406,Retail farmer,Mahudha,30,2026-06-15
C2407,Retail farmer,Umreth,22,2026-06-15
C2408,Retail farmer,Thasra,9,2026-06-15
C2409,Retail farmer,Thasra,9,2026-06-15
C2410,Retail farmer,Kathlal,35,2026-06-15
C2411,Home gardener,Umreth,22,2026-06-16
C2412,Retail farmer,Nadiad,38,2026-06-16
C2413,Retail farmer,Thasra,9,2026-06-16
C2414,Retail farmer,Nadiad,38,2026-06-16
C2415,Retail farmer,Balasinor,28,2026-06-17
C2416,Retail farmer,Nadiad,38,2026-06-17
C2417,Wholesale / dealer,Kapadvanj,40,2026-06-17
C2418,Retail farmer,Anand,42,2026-06-17
C2419,Home gardener,Dakor,12,2026-06-18
C2420,Retail farmer,Anand,42,2026-06-18
C2421,Retail farmer,Nadiad,38,2026-06-19
C2422,Retail farmer,Anand,42,2026-06-19
C2423,Retail farmer,Thasra,9,2026-06-19
C2424,Retail farmer,Kathlal,35,2026-06-19
C2425,Retail farmer,Umreth,22,2026-06-20
C2426,Wholesale / dealer,Umreth,22,2026-06-20
C2427,Home gardener,Dakor,12,2026-06-20
C2428,Home gardener,Mahudha,30,2026-06-20
C2429,Retail farmer,Dakor,12,2026-06-20
C2430,Wholesale / dealer,Mahudha,30,2026-06-21
C2431,Retail farmer,Mahudha,30,2026-06-21
C2432,Wholesale / dealer,Balasinor,28,2026-06-21
C2433,Retail farmer,Nadiad,38,2026-06-21
C2434,Retail farmer,Umreth,22,2026-06-22
C2435,Retail farmer,Umreth,22,2026-06-22
C2436,Retail farmer,Nadiad,38,2026-06-22
C2437,Retail farmer,Kathlal,35,2026-06-22
C2438,Retail farmer,Kapadvanj,40,2026-06-23
C2439,Retail farmer,Mahudha,30,2026-06-23
C2440,Retail farmer,Kathlal,35,2026-06-23
C2441,Home gardener,Anand,42,2026-06-23
C2442,Retail farmer,Umreth,22,2026-06-23
C2443,Retail farmer,Anand,42,2026-06-23
C2444,Retail farmer,Nadiad,38,2026-06-24
C2445,Retail farmer,Sevalia,18,2026-06-24
C2446,Retail farmer,Sevalia,18,2026-06-24
C2447,Retail farmer,Mithapura,1,2026-06-24
C2448,Home gardener,Dakor,12,2026-06-24
C2449,Retail farmer,Mithapura,1,2026-06-24
C2450,Retail farmer,Dakor,12,2026-06-24
C2451,Retail farmer,Mahudha,30,2026-06-25
C2452,Home gardener,Thasra,9,2026-06-25
C2453,Wholesale / dealer,Umreth,22,2026-06-26
C2454,Retail farmer,Balasinor,28,2026-06-26
C2455,Retail farmer,Anand,42,2026-06-27
C2456,Wholesale / dealer,Thasra,9,2026-06-27
C2457,Home gardener,Kapadvanj,40,2026-06-27
C2458,Retail farmer,Anand,42,2026-06-27
C2459,Retail farmer,Dakor,12,2026-06-28
C2460,Retail farmer,Kathlal,35,2026-06-28
C2461,Retail farmer,Sevalia,18,2026-06-28
C2462,Retail farmer,Kapadvanj,40,2026-06-28
C2463,Wholesale / dealer,Kathlal,35,2026-06-28
C2464,Retail farmer,Umreth,22,2026-06-28
C2465,Home gardener,Thasra,9,2026-06-29
C2466,Wholesale / dealer,Nadiad,38,2026-06-29
C2467,Retail farmer,Thasra,9,2026-06-29
C2468,Home gardener,Mahudha,30,2026-06-29
C2469,Home gardener,Mithapura,1,2026-06-30
C2470,Wholesale / dealer,Nadiad,38,2026-06-30
C2471,Home gardener,Thasra,9,2026-06-30
C2472,Home gardener,Jesapura,1,2026-06-30
C2473,Retail farmer,Jesapura,1,2026-06-30
C2474,Wholesale / dealer,Mithapura,1,2026-06-30
C2475,Wholesale / dealer,Nadiad,38,2026-07-01
C2476,Home gardener,Mahudha,30,2026-07-01
C2477,Retail farmer,Dakor,12,2026-07-01
C2478,Home gardener,Mithapura,1,2026-07-01
C2479,Retail farmer,Thasra,9,2026-07-01
C2480,Retail farmer,Anand,42,2026-07-01
C2481,Retail farmer,Jesapura,1,2026-07-02
C2482,Retail farmer,Mahudha,30,2026-07-02
C2483,Retail farmer,Sevalia,18,2026-07-02
C2484,Wholesale / dealer,Umreth,22,2026-07-02
C2485,Retail farmer,Balasinor,28,2026-07-02
C2486,Retail farmer,Mahudha,30,2026-07-02
C2487,Wholesale / dealer,Balasinor,28,2026-07-02
C2488,Retail farmer,Anand,42,2026-07-03
C2489,Retail farmer,Kathlal,35,2026-07-03
C2490,Retail farmer,Balasinor,28,2026-07-03
C2491,Wholesale / dealer,Kapadvanj,40,2026-07-03
C2492,Retail farmer,Mithapura,1,2026-07-03
C2493,Retail farmer,Mahudha,30,2026-07-03
C2494,Wholesale / dealer,Thasra,9,2026-07-03
C2495,Retail farmer,Kapadvanj,40,2026-07-03
C2496,Retail farmer,Anand,42,2026-07-04
C2497,Retail farmer,Umreth,22,2026-07-04
C2498,Retail farmer,Umreth,22,2026-07-04
C2499,Retail farmer,Mahudha,30,2026-07-04
C2500,Retail farmer,Mahudha,30,2026-07-04
C2501,Retail farmer,Nadiad,38,2026-07-04
C2502,Retail farmer,Jesapura,1,2026-07-04
C2503,Retail farmer,Dakor,12,2026-07-05
C2504,Retail farmer,Thasra,9,2026-07-05
C2505,Retail farmer,Thasra,9,2026-07-05
C2506,Retail farmer,Mahudha,30,2026-07-05
C2507,Retail farmer,Balasinor,28,2026-07-05
C2508,Retail farmer,Kathlal,35,2026-07-05
C2509,Retail farmer,Sevalia,18,2026-07-06
C2510,Retail farmer,Kathlal,35,2026-07-06
C2511,Retail farmer,Mithapura,1,2026-07-06
C2512,Wholesale / dealer,Mahudha,30,2026-07-06
C2513,Wholesale / dealer,Balasinor,28,2026-07-06
C2514,Retail farmer,Mithapura,1,2026-07-07
C2515,Wholesale / dealer,Mahudha,30,2026-07-07
C2516,Retail farmer,Umreth,22,2026-07-07
C2517,Retail farmer,Thasra,9,2026-07-07
C2518,Retail farmer,Kathlal,35,2026-07-07
C2519,Wholesale / dealer,Dakor,12,2026-07-07
C2520,Retail farmer,Thasra,9,2026-07-07
C2521,Retail farmer,Kapadvanj,40,2026-07-08
C2522,Retail farmer,Nadiad,38,2026-07-08
C2523,Retail farmer,Anand,42,2026-07-08
C2524,Wholesale / dealer,Nadiad,38,2026-07-08
C2525,Retail farmer,Mithapura,1,2026-07-08
C2526,Retail farmer,Mithapura,1,2026-07-08
C2527,Wholesale / dealer,Nadiad,38,2026-07-08
C2528,Retail farmer,Umreth,22,2026-07-09
C2529,Retail farmer,Anand,42,2026-07-09
C2530,Retail farmer,Dakor,12,2026-07-09
C2531,Home gardener,Kathlal,35,2026-07-09
C2532,Wholesale / dealer,Dakor,12,2026-07-09
C2533,Retail farmer,Dakor,12,2026-07-09
C2534,Retail farmer,Thasra,9,2026-07-09
C2535,Home gardener,Kapadvanj,40,2026-07-09
C2536,Retail farmer,Dakor,12,2026-07-09
C2537,Retail farmer,Nadiad,38,2026-07-10
C2538,Retail farmer,Kathlal,35,2026-07-10
C2539,Retail farmer,Umreth,22,2026-07-10
C2540,Retail farmer,Sevalia,18,2026-07-10
C2541,Retail farmer,Thasra,9,2026-07-10
C2542,Retail farmer,Umreth,22,2026-07-10
C2543,Retail farmer,Dakor,12,2026-07-11
C2544,Retail farmer,Mithapura,1,2026-07-11
C2545,Retail farmer,Dakor,12,2026-07-11
C2546,Wholesale / dealer,Dakor,12,2026-07-11
C2547,Retail farmer,Jesapura,1,2026-07-11
C2548,Home gardener,Mithapura,1,2026-07-12
C2549,Retail farmer,Thasra,9,2026-07-12
C2550,Retail farmer,Balasinor,28,2026-07-12
C2551,Wholesale / dealer,Thasra,9,2026-07-12
C2552,Retail farmer,Jesapura,1,2026-07-12
C2553,Retail farmer,Kathlal,35,2026-07-12
C2554,Retail farmer,Balasinor,28,2026-07-12
C2555,Retail farmer,Kathlal,35,2026-07-12
C2556,Retail farmer,Mithapura,1,2026-07-12
C2557,Retail farmer,Nadiad,38,2026-07-13
C2558,Retail farmer,Kathlal,35,2026-07-13
C2559,Retail farmer,Mahudha,30,2026-07-13
C2560,Retail farmer,Dakor,12,2026-07-13
C2561,Retail farmer,Thasra,9,2026-07-13
C2562,Home gardener,Mithapura,1,2026-07-13
C2563,Retail farmer,Anand,42,2026-07-13
C2564,Retail farmer,Dakor,12,2026-07-14
C2565,Retail farmer,Nadiad,38,2026-07-14
C2566,Retail farmer,Mithapura,1,2026-07-14
C2567,Retail farmer,Anand,42,2026-07-14
C2568,Retail farmer,Umreth,22,2026-07-14
C2569,Retail farmer,Thasra,9,2026-07-14
C2570,Retail farmer,Mithapura,1,2026-07-14
C2571,Retail farmer,Dakor,12,2026-07-14
C2572,Retail farmer,Mithapura,1,2026-07-15
C2573,Retail farmer,Mithapura,1,2026-07-15
C2574,Retail farmer,Balasinor,28,2026-07-15
C2575,Wholesale / dealer,Thasra,9,2026-07-15
C2576,Retail farmer,Dakor,12,2026-07-15
C2577,Retail farmer,Thasra,9,2026-07-15
C2578,Retail farmer,Thasra,9,2026-07-15
C2579,Retail farmer,Dakor,12,2026-07-16
C2580,Retail farmer,Umreth,22,2026-07-17
C2581,Retail farmer,Mahudha,30,2026-07-17
C2582,Home gardener,Anand,42,2026-07-17
C2583,Retail farmer,Kathlal,35,2026-07-17
C2584,Retail farmer,Sevalia,18,2026-07-17
C2585,Retail farmer,Jesapura,1,2026-07-18
C2586,Retail farmer,Balasinor,28,2026-07-18
C2587,Retail farmer,Kathlal,35,2026-07-18
C2588,Retail farmer,Mahudha,30,2026-07-18
C2589,Wholesale / dealer,Kathlal,35,2026-07-18
C2590,Home gardener,Mithapura,1,2026-07-18
C2591,Home gardener,Sevalia,18,2026-07-18
C2592,Retail farmer,Nadiad,38,2026-07-19
C2593,Retail farmer,Anand,42,2026-07-19
C2594,Home gardener,Mithapura,1,2026-07-19
C2595,Retail farmer,Sevalia,18,2026-07-19
C2596,Retail farmer,Kapadvanj,40,2026-07-19
C2597,Retail farmer,Thasra,9,2026-07-19
C2598,Retail farmer,Thasra,9,2026-07-19
C2599,Home gardener,Thasra,9,2026-07-19
C2600,Home gardener,Dakor,12,2026-07-19
C2601,Home gardener,Dakor,12,2026-07-19
C2602,Retail farmer,Mithapura,1,2026-07-20
C2603,Retail farmer,Sevalia,18,2026-07-20
C2604,Retail farmer,Jesapura,1,2026-07-20
C2605,Home gardener,Jesapura,1,2026-07-20
C2606,Retail farmer,Mithapura,1,2026-07-20
C2607,Retail farmer,Kathlal,35,2026-07-20
C2608,Wholesale / dealer,Thasra,9,2026-07-20
C2609,Retail farmer,Kathlal,35,2026-07-20
C2610,Retail farmer,Sevalia,18,2026-07-20
C2611,Wholesale / dealer,Sevalia,18,2026-07-21
C2612,Home gardener,Thasra,9,2026-07-21
C2613,Retail farmer,Nadiad,38,2026-07-21
C2614,Home gardener,Nadiad,38,2026-07-21
C2615,Retail farmer,Dakor,12,2026-07-21
C2616,Retail farmer,Thasra,9,2026-07-22
C2617,Wholesale / dealer,Nadiad,38,2026-07-22
C2618,Retail farmer,Thasra,9,2026-07-22
C2619,Retail farmer,Mithapura,1,2026-07-22
C2620,Retail farmer,Jesapura,1,2026-07-22
C2621,Retail farmer,Mithapura,1,2026-07-22
C2622,Wholesale / dealer,Umreth,22,2026-07-22
C2623,Home gardener,Sevalia,18,2026-07-23
C2624,Wholesale / dealer,Balasinor,28,2026-07-23
C2625,Retail farmer,Thasra,9,2026-07-23
C2626,Retail farmer,Umreth,22,2026-07-23
C2627,Retail farmer,Thasra,9,2026-07-23
C2628,Retail farmer,Sevalia,18,2026-07-23
C2629,Retail farmer,Umreth,22,2026-07-23
C2630,Retail farmer,Mithapura,1,2026-07-23
C2631,Retail farmer,Jesapura,1,2026-07-24
C2632,Retail farmer,Sevalia,18,2026-07-24
C2633,Wholesale / dealer,Nadiad,38,2026-07-24
C2634,Retail farmer,Kathlal,35,2026-07-24
C2635,Retail farmer,Kapadvanj,40,2026-07-24
C2636,Retail farmer,Kapadvanj,40,2026-07-24
C2637,Retail farmer,Mahudha,30,2026-07-24
C2638,Retail farmer,Mahudha,30,2026-07-24
C2639,Retail farmer,Mahudha,30,2026-07-24
C2640,Retail farmer,Mithapura,1,2026-07-24
C2641,Retail farmer,Sevalia,18,2026-07-25
C2642,Retail farmer,Mithapura,1,2026-07-25
C2643,Retail farmer,Kapadvanj,40,2026-07-25
C2644,Retail farmer,Dakor,12,2026-07-25
C2645,Wholesale / dealer,Anand,42,2026-07-25
C2646,Home gardener,Thasra,9,2026-07-25
C2647,Retail farmer,Jesapura,1,2026-07-25
C2648,Home gardener,Thasra,9,2026-07-25
C2649,Home gardener,Dakor,12,2026-07-25
C2650,Retail farmer,Kapadvanj,40,2026-07-25
C2651,Wholesale / dealer,Sevalia,18,2026-07-25
C2652,Wholesale / dealer,Dakor,12,2026-07-25
C2653,Retail farmer,Jesapura,1,2026-07-26
C2654,Retail farmer,Mahudha,30,2026-07-26
C2655,Home gardener,Thasra,9,2026-07-26
C2656,Home gardener,Mahudha,30,2026-07-26
C2657,Retail farmer,Nadiad,38,2026-07-27
C2658,Retail farmer,Thasra,9,2026-07-27
C2659,Retail farmer,Anand,42,2026-07-27
C2660,Retail farmer,Jesapura,1,2026-07-27
C2661,Retail farmer,Anand,42,2026-07-27
C2662,Home gardener,Thasra,9,2026-07-27
C2663,Retail farmer,Mithapura,1,2026-07-27
C2664,Home gardener,Anand,42,2026-07-27
C2665,Retail farmer,Mahudha,30,2026-07-27
C2666,Retail farmer,Anand,42,2026-07-28
C2667,Retail farmer,Mahudha,30,2026-07-28
C2668,Retail farmer,Mahudha,30,2026-07-28
C2669,Home gardener,Jesapura,1,2026-07-28
C2670,Retail farmer,Nadiad,38,2026-07-28
C2671,Retail farmer,Jesapura,1,2026-07-28
C2672,Retail farmer,Umreth,22,2026-07-28
C2673,Retail farmer,Thasra,9,2026-07-28
C2674,Retail farmer,Sevalia,18,2026-07-29
C2675,Retail farmer,Dakor,12,2026-07-29
C2676,Retail farmer,Jesapura,1,2026-07-29
C2677,Wholesale / dealer,Umreth,22,2026-07-29
C2678,Retail farmer,Thasra,9,2026-07-29
C2679,Retail farmer,Umreth,22,2026-07-29
C2680,Retail farmer,Sevalia,18,2026-07-29
C2681,Retail farmer,Dakor,12,2026-07-29
C2682,Retail farmer,Kapadvanj,40,2026-07-29
C2683,Retail farmer,Umreth,22,2026-07-29
C2684,Home gardener,Sevalia,18,2026-07-29
C2685,Retail farmer,Sevalia,18,2026-07-29
C2686,Retail farmer,Mithapura,1,2026-07-29
C2687,Retail farmer,Anand,42,2026-07-29
C2688,Wholesale / dealer,Mahudha,30,2026-07-30
C2689,Retail farmer,Jesapura,1,2026-07-30
C2690,Retail farmer,Kathlal,35,2026-07-30
C2691,Retail farmer,Thasra,9,2026-07-30
C2692,Retail farmer,Umreth,22,2026-07-30
C2693,Retail farmer,Mithapura,1,2026-07-30
C2694,Retail farmer,Thasra,9,2026-07-30
C2695,Retail farmer,Dakor,12,2026-07-30
C2696,Retail farmer,Kapadvanj,40,2026-07-30
C2697,Home gardener,Kathlal,35,2026-07-31
